Incident Type,Location,Borough,Creation Date,Closed Date,Latitude,Longitude
Utility-Manhole,FDR Drive & East 53rd Street,Manhattan,07/13/2011 07:27:35 AM,07/14/2011 11:51:36 AM,40.754133566283,-73.962732822418
Utility-Water Main,241 W. 28 Street,Manhattan,07/14/2011 07:57:54 AM,07/15/2011 10:24:51 AM,40.74776870376612,-73.99459005208404
Other-Car Accident,West Broadway & Barcley St,Manhattan,07/15/2011 09:36:58 AM,07/15/2011 12:20:14 PM,,
HazMat-Fuel,2nd Avenue & 36th Street,Brooklyn,03/28/2013 09:42:37 AM,03/28/2013 11:52:47 AM,40.6569634276673,-74.00879046191032
Utility-Water Leak,1973 70 St,Brooklyn,06/26/2011 01:57:40 PM,06/26/2011 07:20:20 PM,40.614136372912206,-73.9895439364312
Fire-Sensitive Location,281 1st,Manhattan,06/27/2011 11:33:43 AM,06/27/2011 01:00:37 PM,,
HazMat-Freon Leak,64 Avenue X,Brooklyn,07/18/2011 01:09:39 PM,07/18/2011 11:04:17 PM,40.58931687499371,-73.98130993688365
Utility-Water Main,Madsen Ave & Richmond Valley Road,Staten Island,07/18/2011 10:54:11 AM,07/19/2011 09:06:15 AM,40.520704122127455,-74.2339203936245
LawEnforcement-Haz Mat,180 Madison Ave,Manhattan,04/30/2012 02:34:10 PM,04/30/2012 06:19:23 PM,40.7475123371314,-73.98315307549689
LawEnforcement-Haz Mat,100 Gold Street,Manhattan,04/30/2012 04:00:01 PM,04/30/2012 07:44:46 PM,40.71042910792304,-74.00391721967542
LawEnforcement-Haz Mat,270 Park Ave,Manhattan,04/30/2012 06:33:57 PM,04/30/2012 08:05:09 PM,40.75564082079149,-73.97510913260558
HazMat-Suspicious White Powder,1211 6th Avenue,Manhattan,05/01/2012 10:14:26 AM,05/01/2012 12:59:57 PM,40.7583922647852,-73.98153682640788
Fire-1st Alarm,150-05 Cohancy Street,Queens,11/20/2016 01:03:30 PM,,40.71400364095638,-73.82998933154158
Fire-Hospital,25-10 30th Avenue,Queens,06/27/2011 01:27:33 PM,06/27/2011 02:22:27 PM,40.76844510322471,-73.9247245771599
Fire-2nd Alarm,144 Bay Terrace,Staten Island,06/27/2011 02:19:34 PM,06/27/2011 04:25:01 PM,40.554044828578355,-74.13528483520312
Structural-Retaining Wall Collapse,2500 Palisades Ave,Bronx,08/28/2011 11:53:29 AM,08/28/2011 08:13:26 PM,,
LawEnforcement-Suspicious Package,Koch Bridge,Manhattan,09/09/2011 09:10:19 PM,09/09/2011 09:56:03 PM,,
LawEnforcement-Suspicious Package,E. 40th Street & Park Avenue,Manhattan,09/20/2011 09:26:49 AM,09/20/2011 10:06:08 AM,40.75084370688375,-73.97860824436275
Utility-Water Main,461 Central Park West,Manhattan,09/19/2011 11:18:26 AM,09/20/2011 10:47:55 AM,40.798303451087065,-73.95985508924842
LawEnforcement-Civil Unrest,,Manhattan,10/01/2011 04:52:27 PM,05/02/2012 05:21:53 AM,40.709802015688,-74.010926753999
HazMat-Solid,40 West 57 St.,Manhattan,05/02/2012 02:22:29 PM,05/02/2012 04:04:51 PM,40.76353750133895,-73.97535165418176
Rescue-Catwalk Collapse,4435 Victory Boulevard,Staten Island,05/03/2012 11:32:52 AM,05/03/2012 12:59:50 PM,40.58675439495185,-74.199548812936
Fire-2nd Alarm,220-01 Hempstead Avenue,Queens,04/30/2012 03:38:15 AM,05/03/2012 02:37:15 PM,40.71290866243543,-73.73437624769068
Rescue-Confined Space,52-11 111th Street,Queens,05/04/2012 12:00:06 AM,05/04/2012 03:51:07 AM,40.744033958550254,-73.85181031090731
Utility-Power Outage,317 East 17 Street,Manhattan,05/04/2012 01:15:43 PM,05/04/2012 06:02:16 PM,40.73398891007786,-73.98290030591761
Law Enforcement-Other,,Brooklyn,10/29/2016 05:35:28 PM,11/17/2016 08:19:13 PM,,
HazMat-High Carbon Monoxide,344 West 87 Street,Manhattan,12/17/2016 06:05:42 PM,12/18/2016 01:56:24 AM,40.71442154062271,-74.00607638041981
Fire-2nd Alarm,152 23 Street,Brooklyn,12/18/2016 03:42:20 AM,12/18/2016 01:34:10 PM,40.66208512363062,-73.99773597963093
Structural-Bricks,42-09 28 St,Queens,12/18/2016 04:00:51 PM,12/18/2016 11:34:41 PM,40.71400364095638,-73.82998933154158
Utility-Gas High Pressure,1100 South Ave,Staten Island,06/29/2011 12:28:23 PM,06/29/2011 02:30:35 PM,40.61147380786987,-74.17622260333093
Medical-Injured Construction Worker,Aqueduct Racetrack,Queens,06/30/2011 09:39:22 AM,06/30/2011 12:20:15 PM,,
Structural-Tractor Trailer Hit Overpass,Sheriden Expresswway & Cross Bronx Expressway,Bronx,06/30/2011 03:55:36 PM,06/30/2011 06:48:58 PM,,
HazMat-High Carbon Monoxide,2300 Southern Blvd,Bronx,07/01/2011 11:01:00 AM,07/01/2011 11:08:54 AM,40.850669105289406,-73.88241995333448
Law Enforcement-Suspicious Package,601 West 26 Street,Manhattan,11/17/2016 07:12:02 PM,,40.71442154062271,-74.00607638041981
Utility-Water Main,450 Timpson Place,Bronx,11/24/2016 01:57:13 PM,11/25/2016 02:56:31 PM,40.80991559253164,-73.90589425351618
Rescue-Technical,81-10 134 Street,Queens,11/22/2016 12:24:02 PM,11/26/2016 06:45:50 AM,40.71400364095638,-73.82998933154158
Fire-10-76 (Commercial High Rise Fire),130 East 57 Street,Manhattan,11/26/2016 05:45:43 AM,11/26/2016 07:43:28 AM,,
Fire-10-76 (Commercial High Rise Fire),1855 Broadway,Manhattan,12/18/2016 10:47:29 PM,12/19/2016 03:28:56 AM,40.71442154062271,-74.00607638041981
Fire-2nd Alarm,112 Taylor STreet,Staten Island,12/16/2016 04:45:58 AM,12/19/2016 08:25:07 AM,40.63617530834489,-74.12338634300454
Fire-2nd Alarm,53-09 Beach Channel Drive,Far Rockaway,12/18/2016 05:52:37 PM,12/19/2016 10:16:50 AM,40.59508344584543,-73.78400535855963
Structural-Life Safety Violations,769 MacDonough Street,Brooklyn,12/19/2016 08:25:19 AM,12/19/2016 01:43:39 PM,,
Weather-Severe Weather,1615 Carnisie Road,Brooklyn,09/08/2012 11:46:39 AM,09/08/2012 01:56:07 PM,,
Fire-2nd Alarm,20-4 Seagirt Blvd,Queens,12/13/2012 03:44:19 AM,12/13/2012 05:44:18 AM,40.59516322369051,-73.75444742492174
Fire-2nd Alarm,238 East 24 Street,Manhattan,11/25/2016 04:06:09 AM,11/26/2016 07:04:52 PM,40.71442154062271,-74.00607638041981
Law Enforcement-Suspicious Package,Lafayette Street & Leonard Street,Manhattan,11/28/2016 12:33:25 AM,11/28/2016 01:03:21 AM,,
Utility-Water Main,Watson Avenue  & Colgate Avenue,Bronx,12/17/2016 11:32:26 PM,12/19/2016 10:53:38 PM,40.825653541278996,-73.88134827090516
Fire-2nd Alarm,155-26 115 Avenue,Queens,12/17/2016 09:04:03 AM,12/20/2016 09:46:19 AM,,
Utility-Water Service Line,4570 Furman Ave,Bronx,07/02/2011 08:30:38 AM,07/02/2011 03:24:37 PM,40.90095702707299,-73.85118190253039
HazMat-Fumes,149 Dartmouth Loop,Staten Island,07/01/2011 11:45:54 AM,07/02/2011 03:37:11 PM,40.56799379702476,-74.10969306289525
Utility-Water Main,149 Avenue & Huxley Street,Queens,07/03/2011 07:42:19 AM,07/03/2011 03:33:54 PM,40.653025171583714,-73.73894299197292
Structural-Falling Debris,151 West 34 Street,Manhattan,07/05/2011 03:32:04 PM,07/05/2011 05:50:18 PM,40.75043897321828,-73.98929516428778
Fire-Haz Mat,263 Prospect Avenue,Brooklyn,08/12/2014 05:34:48 PM,08/12/2014 08:12:21 PM,40.66364409466491,-73.98968395994638
Fire-2nd Alarm,276 Windsor Place,Brooklyn,04/23/2015 11:11:16 AM,04/23/2015 01:08:04 PM,40.6570791272143,-73.97525403163
Fire-2nd Alarm,115A Nelson Ave,Staten island,05/24/2015 02:18:27 PM,05/24/2015 05:36:51 PM,40.546961859226485,-74.14964889077034
Administration-Other,Seagirt Blvd & Beach 9 Street,Queens,11/14/2016 03:53:54 PM,11/19/2016 01:26:07 PM,40.71400364095638,-73.82998933154158
Fire-1st Alarm,150-05 Cohancy Street,Queens,11/20/2016 01:03:30 PM,11/28/2016 09:52:47 AM,40.71400364095638,-73.82998933154158
Fire-2nd Alarm,851 East 219 St,Bronx,11/28/2016 03:48:10 PM,11/28/2016 07:16:56 PM,40.88207728254167,-73.85803161116911
Fire-3rd Alarm,1038 Southern Blvd,Bronx,11/27/2016 08:32:45 PM,11/29/2016 10:38:29 AM,40.823924142286444,-73.89182509665011
Utility-Gas High Pressure,50-15 Beach Channel Drive,Queens,12/19/2016 11:25:52 AM,12/20/2016 12:45:40 PM,40.71400364095638,-73.82998933154158
Utility-Water Main,5601 16 Avenue,Brooklyn,12/20/2016 07:16:23 AM,12/20/2016 03:48:07 PM,40.62681840384738,-73.98983948870062
Utility-Other,131 Broome Street,Manhattan,12/20/2016 07:24:51 PM,12/20/2016 09:41:23 PM,40.71442154062271,-74.00607638041981
Fire-2nd Alarm,2350 Beaumont Avenue,Bronx,01/16/2017 06:24:46 AM,01/16/2017 08:39:21 AM,40.853695370346145,-73.88465007064343
Utility-Water Main,West 81st Street & Central Park West,Manhattan,01/14/2017 12:15:09 AM,01/16/2017 10:33:10 AM,40.71442154062271,-74.00607638041981
Fire-Other,168 st & 84 avenue,Queens,04/05/2015 05:11:44 AM,04/05/2015 08:16:34 AM,,
Fire-2nd Alarm,98-02 218 street,queens,05/31/2015 06:49:05 PM,05/31/2015 07:00:21 PM,40.71631418034788,-73.7376417579092
Fire-7th Alarm,110-14 Liberty Avenue,Queens,03/04/2017 11:13:52 PM,,40.71400364095638,-73.82998933154158
Fire-4th Alarm,657 Crotona Park North,Bronx,03/06/2017 06:40:53 PM,,40.84251557063817,-73.89461654911366
Fire-3rd Alarm,60-15 Main Street,Queens,03/12/2017 04:25:15 PM,,40.71400364095638,-73.82998933154158
Fire-3rd Alarm,7 East 84 Street,Manhattan,03/14/2017 03:04:32 AM,,40.71442154062271,-74.00607638041981
Fire-7th Alarm,110-14 Liberty Avenue,Queens,03/04/2017 11:13:52 PM,,40.71400364095638,-73.82998933154158
Fire-10-76 (Commercial High Rise Fire),390 Madison Avenue,Manhattan,03/02/2017 11:41:36 PM,03/03/2017 01:04:36 PM,40.71442154062271,-74.00607638041981
HazMat-High Carbon Monoxide,1472 Boston Road,Bronx,03/08/2017 06:11:16 PM,03/09/2017 08:29:39 AM,40.83414587353434,-73.89497320315002
Law Enforcement-Other,Eastern Parkway & Kingston Avenue,Brooklyn,03/09/2017 09:44:48 AM,03/09/2017 01:51:01 PM,40.669193091688896,-73.9422168817029
Law Enforcement-Other,1090 Coney Island Avenue,Brooklyn,03/10/2017 08:51:35 AM,03/10/2017 10:10:52 AM,40.63105162243551,-73.96646471027736
Law Enforcement-Suspicious Package,2 Penn Plaza,Manhattan,03/12/2017 06:58:04 PM,03/12/2017 07:14:22 PM,40.71442154062271,-74.00607638041981
Fire-1st Alarm,151 West 100 Street,New York,12/23/2016 01:36:49 PM,,40.71442154062271,-74.00607638041981
Transportation-Commuter Train,E 59 St & Park Ave,Manhattan,07/11/2011 07:17:06 PM,07/11/2011 09:05:07 PM,40.76291312324019,-73.96979992246754
Fire-Haz Mat,1500 Noble Ave,Bronx,07/06/2012 12:20:10 AM,07/06/2012 01:43:05 AM,40.83724680249524,-73.87149718589306
Structural-Stability Problem,250 E 139 St.,Bronx,10/12/2012 01:32:53 PM,10/12/2012 06:24:49 PM,40.81197530618027,-73.9270523820698
Fire-2nd Alarm,,Manhattan,12/26/2012 11:52:46 AM,12/26/2012 01:00:44 PM,,
Fire-2nd Alarm,76  Willoughby Street,Brooklyn,09/20/2011 11:14:18 AM,09/20/2011 12:54:41 PM,40.69216736451634,-73.98574536986992
Structural-Construction Accident,East 92 Street & 2 Avenue,Manhattan,09/20/2011 02:25:50 PM,09/20/2011 02:42:07 PM,40.7816880255052,-73.94896025850578
Structural-Scaffold,98 Remsen St.,Brooklyn,05/05/2012 11:26:02 AM,05/05/2012 05:18:27 PM,40.69417730297742,-73.99485404241666
LawEnforcement-Suspicious Package,160 Beach 29th Street,Queens,05/07/2012 03:50:31 PM,05/07/2012 04:04:03 PM,40.59362768538431,-73.76170492297042
LawEnforcement-Suspicious Package,East 40 Street  & 3rd Avenue,Manhattan,03/29/2013 09:50:46 AM,03/29/2013 10:16:29 AM,40.749484412442975,-73.9753821176979
LawEnforcement-Suspicious Package,2024 Jerome Ave.,Bronx,03/29/2013 02:09:25 PM,03/29/2013 03:25:08 PM,40.85322559769617,-73.90786697807741
Structural-Structural Integrity,565 West 181 St.,Manhattan,03/29/2013 04:50:07 PM,03/29/2013 07:52:50 PM,40.849016077118435,-73.93298296822846
Fire-2nd Alarm,1073  East 27 Street,Brooklyn,04/04/2013 10:05:19 AM,04/04/2013 02:23:26 PM,40.624877070068344,-73.94941519803082
Utility-Water Main,136-17 72 Avenue,Queens,01/16/2017 01:13:38 PM,,40.71400364095638,-73.82998933154158
Fire-10-77 (Residential High Rise Fire),1774 3 Avenue,Manhattan,01/16/2017 09:08:12 AM,,40.71442154062271,-74.00607638041981
Utility-Steam Service Line,5th Avenue  & 57th Street,Manhattan,01/06/2017 11:44:57 AM,,,
Utility-Water Service Line,West 31 Street & Broadway,Manhattan,01/23/2017 07:55:37 AM,01/23/2017 09:45:13 AM,40.71442154062271,-74.00607638041981
Utility-Power Outage,107-10 Shore Front Parkway,Queens,01/21/2017 08:59:38 AM,,40.71400364095638,-73.82998933154158
Utility-Water Main,Sunnyside Yards,Queens,11/09/2011 08:07:21 AM,11/09/2011 09:54:48 AM,,
Utility-Water Main,3rd Ave  & East 23rd Street,Manhattan,04/03/2013 07:30:58 AM,04/04/2013 03:48:00 PM,40.73883069089607,-73.98314805353144
Structural-Construction Accident,404 Park Avenue South,Manhattan,04/05/2013 02:49:37 PM,04/05/2013 05:06:13 PM,40.7434200386968,-73.98401661408892
Fire-Manhole,86-50 127th Street,Queens,07/30/2013 03:58:42 AM,07/30/2013 06:56:08 PM,40.70229927001293,-73.82409993765276
Utility-Water Main,66 Boerum Place,Brooklyn,08/20/2013 10:24:43 AM,08/21/2013 10:18:59 AM,40.68951913777614,-73.99032180428836
LawEnforcement-Suspicious Package,Stanhope Street & St. Nicholas Avenue,Brooklyn,08/21/2013 06:37:43 PM,08/21/2013 08:31:44 PM,40.704552620958786,-73.91660951580825
Structural-Collapse,81 Cabrini Blvd,Manhattan,06/08/2013 04:47:23 AM,08/22/2013 02:48:27 PM,40.85088655717978,-73.94042000022792
Fire-10-76 (Commercial High Rise Fire),,Brooklyn,01/29/2015 02:11:50 AM,04/25/2015 09:38:13 PM,,
Utility-Water Main,,Manhattan,12/07/2016 10:12:26 AM,12/07/2016 07:21:41 PM,,
Fire-2nd Alarm,450 X Avenue,Brooklyn,12/21/2016 09:49:59 PM,12/22/2016 12:00:14 AM,40.590929173343795,-73.96630208317379
Utility-Gas High Pressure,2739 Lawton Avenue,Bronx,05/13/2014 09:30:14 AM,05/13/2014 10:59:19 AM,40.81586752706579,-73.82186052504238
LawEnforcement-Bomb Threat,1875 East 17 Street,Brooklyn,05/13/2014 10:18:25 AM,05/13/2014 11:23:12 AM,40.60421499103012,-73.95544615001899
Structural-Tour Bus into Scaffolding,356 West 48 Street,Manhattan,07/19/2011 09:52:38 AM,07/19/2011 11:19:25 AM,40.761689616067486,-73.98858583679338
Other-Collier's Mansion,168-30 106th Avenue,Queens,07/19/2011 09:40:48 AM,07/19/2011 01:09:29 PM,40.70040591386631,-73.78853419325678
HazMat-High Carbon Monoxide,227 Cherry Street,Manhattan,07/19/2011 11:27:25 AM,07/19/2011 06:24:19 PM,40.711054625243456,-73.9909571253246
Structural-Construction Accident,45 East 49 Street,Manhattan,07/20/2011 07:59:03 AM,07/20/2011 11:08:50 AM,40.75701602394183,-73.97550927756517
Medical-Spray/Larvaciding,Union Turnpike & 195 Place,Queens,08/20/2013 10:35:20 PM,08/22/2013 09:21:27 PM,,
Utility-Power Outage,320 Beach 104th Street,Queens,12/22/2016 10:48:34 AM,12/22/2016 12:03:18 PM,,
Fire-4th Alarm,214 Rockaway Parkway,Brooklyn,07/04/2014 01:39:41 AM,11/02/2014 12:30:28 PM,40.66183327573706,-73.92093051795949
Transportation-Train Ground Level,38-40 Review Avenue,Queens,07/20/2011 09:00:52 AM,07/20/2011 01:11:01 PM,40.732295318548545,-73.9359436213029
Structural-Street Collapse,133 East 15th Street,Manhattan,07/20/2011 12:28:53 PM,07/20/2011 02:26:51 PM,40.73450281229225,-73.98789408822047
HazMat-Odoro of Gas,166-01  116th Avenue,Queens,11/17/2011 10:32:50 AM,11/17/2011 11:22:05 AM,40.6867974133093,-73.78124686271475
Rescue-High Angle,61 Oliver Street,Brooklyn,11/17/2011 09:21:54 AM,11/17/2011 01:08:24 PM,40.6197105954303,-74.03840934205812
Utility-Water Main,West 207 Street & Sherman Avenue,Manhattan,11/18/2011 12:42:20 PM,11/18/2011 09:53:01 PM,40.86579714262644,-73.9199974565987
Rescue-Confined Space,UNDERHILL AVE & 168 ST,QUEENS,11/18/2011 10:55:46 PM,11/19/2011 12:40:35 AM,40.74675559681815,-73.80017404231768
Structural-Sidewalk Shed,444 Madison Avenue,Manhattan,08/26/2013 10:08:54 AM,08/26/2013 12:28:01 PM,40.757581503890435,-73.9758050543742
Fire-2nd Alarm,316 Beach 48 Street,Queens,05/18/2015 12:16:02 PM,05/18/2015 03:36:43 PM,40.59393095943387,-73.77885414458167
Fire-School,1 Peck Slip,Manhattan,10/07/2015 05:55:05 PM,10/07/2015 07:35:01 PM,40.70876582310906,-74.00240581982342
Fire-4th Alarm,511 Amsterdam Avenue,Manhattan,02/24/2017 06:21:05 PM,02/25/2017 03:44:31 PM,40.71442154062271,-74.00607638041981
Utility-Gas Low Pressure,Noble Avenue & Watson Avenue,Bronx,01/30/2017 09:47:09 PM,02/25/2017 10:13:33 PM,40.82730091310776,-73.86917897682753
Structural-Street Collapse,205 East 33 Street,Manhattan,02/14/2017 09:13:41 AM,02/26/2017 03:06:31 AM,40.71442154062271,-74.00607638041981
Fire-High Rise,260 65 street,Brooklyn,08/24/2014 02:35:06 AM,11/02/2014 12:30:54 PM,40.639828231500864,-74.02442609252809
Structural-Shaking Building,205 West 39 St,Manhattan,07/20/2011 07:18:52 PM,07/20/2011 07:38:27 PM,40.754352938514224,-73.98883614217512
Fire-Hospital,489 Clarkson Ave,Brooklyn,07/21/2011 09:48:38 AM,07/21/2011 12:57:41 PM,40.655846315624444,-73.94315668178169
HazMat-Liquid,Sanford Street & Willoughby Ave,Brooklyn,07/10/2011 11:45:15 AM,07/21/2011 09:25:54 PM,40.693308748746844,-73.95309919017043
Structural-Crane Worker Injury,109-09 Sutphin Blvd,Queens,11/19/2011 09:04:45 PM,11/19/2011 10:11:36 PM,40.69141434819396,-73.79787700229569
Utility-Water Service Line,2481 Elm Place,Bronx,01/07/2015 07:14:55 AM,01/07/2015 05:50:26 PM,,
Fire-Other,10 Richmond Terrace,Staten Island,10/13/2015 11:14:10 AM,10/13/2015 12:59:36 PM,40.64221615874437,-74.07520148257004
Rescue-Technical,519 8 Avenue,Manhattan,02/27/2017 02:52:24 PM,02/27/2017 04:38:00 PM,40.71442154062271,-74.00607638041981
Utility-Other,375 Jay Street,Brooklyn,02/27/2017 04:11:02 PM,02/28/2017 01:45:58 AM,,
Law Enforcement-Other,2839 Bedford Avenue,Brooklyn,02/28/2017 11:11:08 AM,02/28/2017 12:38:21 PM,,
Law Enforcement-Suspicious Package,77 5th Avenue,Manhattan,03/25/2017 01:00:22 AM,,40.71442154062271,-74.00607638041981
Utility-Phone Outage,1275 York Avenue,New York,03/28/2017 04:06:00 PM,03/28/2017 09:47:25 PM,40.763999391559764,-73.95587700172143
HazMat-Solid,,Queens,03/29/2017 06:04:55 AM,03/29/2017 07:08:34 AM,40.77594297825936,-73.87961900294505
Fire-1st Alarm,228 West Tremont Ave,Bronx,09/02/2011 03:00:24 PM,09/02/2011 04:28:50 PM,40.8528573461833,-73.91817673193329
LawEnforcement-Suspicious Package,West Houston Street & MacDougal Street,Manhattan,09/12/2013 11:03:10 AM,09/12/2013 01:49:53 PM,40.72803404121517,-74.00215034963257
LawEnforcement-Suspicious Package,Henderson Avenue  & Kissel Avenue,Staten Island,09/12/2013 01:05:43 PM,09/12/2013 02:24:31 PM,,
Fire-2nd Alarm,119-56 Long Street,Queens,11/21/2016 05:15:46 AM,,40.71400364095638,-73.82998933154158
Fire-1st Alarm,150-05 Cohancy Street,Queens,11/20/2016 01:03:30 PM,,40.71400364095638,-73.82998933154158
Structural-Crane,,Brooklyn,11/18/2016 01:12:51 PM,,,
Fire-1st Alarm,53-49 99th Street,Queens,07/22/2011 04:15:24 PM,07/22/2011 05:10:18 PM,40.739966597452685,-73.86090586302426
Utility-Power Outage,99 Vandalia Ave,Brooklyn,07/22/2011 11:45:51 PM,07/23/2011 01:12:20 AM,40.65046475181313,-73.88548643344213
LawEnforcement-Suspicious Package,2 Hanson Place,Brooklyn,11/22/2011 02:24:12 PM,11/22/2011 03:06:56 PM,40.68509281895178,-73.97772792579639
Structural-Life Safety Violations,3303 Bronxwood Avenue,Bronx,11/22/2011 02:51:29 PM,11/22/2011 03:47:40 PM,,
Utility-Manhole,E 23 ST & 1 Ave,Manhattan,05/21/2012 09:52:15 AM,05/21/2012 10:27:49 AM,40.736790565341444,-73.9784972859385
Structural-Construction Accident,Liberty Street & Greenwich Street,Manhattan,05/21/2012 11:29:32 AM,05/21/2012 12:03:44 PM,40.71012930358125,-74.0126208932231
Structural-Construction Accident,237 W 54 St,Manhattan,05/21/2012 11:20:58 AM,05/21/2012 12:55:20 PM,40.76426349532169,-73.98299722122701
Fire-10-77 (Residential High Rise),123 W 57 St,Manhattan,05/22/2012 07:13:23 AM,05/22/2012 09:26:49 AM,40.764696330558436,-73.97806230179873
Fire-Other,,Bronx,12/07/2016 12:45:14 PM,12/08/2016 05:25:46 AM,,
Structural-Falling Debris,1 State Street,Manhattan,12/22/2016 11:19:07 AM,12/22/2016 12:18:56 PM,40.71442154062271,-74.00607638041981
Utility-Gas Main Rupture,Flatbush Ave & Shore Parkway,Brooklyn,08/21/2014 09:53:30 PM,11/02/2014 12:31:08 PM,40.59651127013621,-73.90787551923017
Fire-Haz Mat,330 belmont avenue,Brooklyn,10/23/2014 02:11:32 AM,11/02/2014 12:32:01 PM,40.670293613440585,-73.89773050318529
Utility-Water Main,105-73 Avenue N,Brooklyn,07/23/2011 07:05:40 AM,07/23/2011 11:14:36 PM,40.61405975327521,-73.97380044090418
Utility-Water Main,2 Avenue & East 71 Street,Manhattan,07/22/2011 05:28:36 PM,07/25/2011 09:38:03 AM,40.768119256805434,-73.95886244436848
Rescue-Confined Space,Columbia St & Degraw St,Brooklyn,07/25/2011 12:32:01 PM,07/25/2011 02:07:39 PM,40.68573722652448,-74.0023653264879
LawEnforcement-Suspicious Package,West 33 Street & 7 Avenue,Manhattan,07/26/2011 09:12:31 AM,07/26/2011 09:27:04 AM,40.75031835873884,-73.9911105992578
Rescue-Confined Space,2407  East 23rd Street,Brooklyn,08/26/2013 02:20:33 PM,08/26/2013 04:41:46 PM,40.59266314310282,-73.94717478880577
Law Enforcement-Suspicious Package,1209 Loring AVenue,Brooklyn,08/16/2014 11:12:00 AM,08/16/2014 12:26:38 PM,40.66709228476907,-73.86727229490991
Structural-Life Safety Violations,,Queens,10/22/2012 04:24:36 PM,12/18/2012 09:57:40 AM,,
Fire-3rd Alarm,225 East 149 Street,Bronx,04/13/2013 08:00:35 AM,04/13/2013 01:00:40 PM,40.81778958715968,-73.92428580158357
Fire-5th Alarm,78-15 68th Ave,Queens,09/09/2013 08:43:25 PM,09/10/2013 04:58:10 AM,40.71105285685067,-73.87487860609284
Utility-Water Main,West 155 Street  & St Nicholas Avenue,Manhattan,09/11/2013 12:19:10 AM,09/11/2013 03:34:36 AM,40.83089183683672,-73.94136658647973
HazMat-White Powder,1745 Broadway,Manhattan,09/16/2013 01:52:27 PM,09/16/2013 05:13:14 PM,40.76529811948032,-73.98205114026108
